Time: 1597071
0: 32.000000,306.200012,20.000000,30.000000,255,0,0
389.000000,288.000000,60.000000,10.000000,255,105,180
251.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,162.000000,60.000000,10.000000,255,105,180
480.000000,222.000000,60.000000,60.000000,255,105,180
192.000000,66.000000,60.000000,60.000000,15,10,200
1221.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,206.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
192.000000,336.000000,64.000000,240.000000,0,255,255
480.000000,336.000000,64.000000,240.000000,255,255,0
768.000000,288.000000,1920.000000,384.000000,0,0,255
Time: 1616939
0: 32.000000,306.200012,20.000000,30.000000,255,0,0
394.000000,288.000000,60.000000,10.000000,255,105,180
246.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,160.000000,60.000000,10.000000,255,105,180
480.000000,224.000000,60.000000,60.000000,255,105,180
192.000000,64.000000,60.000000,60.000000,15,10,200
1226.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,204.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
192.000000,336.000000,64.000000,240.000000,0,255,255
480.000000,336.000000,64.000000,240.000000,255,255,0
768.000000,288.000000,1920.000000,384.000000,0,0,255
Time: 1655998
0: 32.000000,306.200012,20.000000,30.000000,255,0,0
404.000000,288.000000,60.000000,10.000000,255,105,180
236.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,156.000000,60.000000,10.000000,255,105,180
480.000000,228.000000,60.000000,60.000000,255,105,180
192.000000,60.000000,60.000000,60.000000,15,10,200
1236.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,200.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
192.000000,336.000000,64.000000,240.000000,0,255,255
480.000000,336.000000,64.000000,240.000000,255,255,0
768.000000,288.000000,1920.000000,384.000000,0,0,255
Time: 1676312
0: 32.000000,306.200012,20.000000,30.000000,255,0,0
414.000000,288.000000,60.000000,10.000000,255,105,180
226.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,152.000000,60.000000,10.000000,255,105,180
480.000000,232.000000,60.000000,60.000000,255,105,180
192.000000,56.000000,60.000000,60.000000,15,10,200
1246.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,196.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
192.000000,336.000000,64.000000,240.000000,0,255,255
480.000000,336.000000,64.000000,240.000000,255,255,0
768.000000,288.000000,1920.000000,384.000000,0,0,255
Time: 1695832
0: 32.000000,306.200012,20.000000,30.000000,255,0,0
419.000000,288.000000,60.000000,10.000000,255,105,180
221.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,150.000000,60.000000,10.000000,255,105,180
480.000000,234.000000,60.000000,60.000000,255,105,180
192.000000,54.000000,60.000000,60.000000,15,10,200
1251.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,194.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
192.000000,336.000000,64.000000,240.000000,0,255,255
480.000000,336.000000,64.000000,240.000000,255,255,0
768.000000,288.000000,1920.000000,384.000000,0,0,255
Time: 1716843
0: 32.000000,306.200012,20.000000,30.000000,255,0,0
424.000000,288.000000,60.000000,10.000000,255,105,180
216.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,148.000000,60.000000,10.000000,255,105,180
480.000000,236.000000,60.000000,60.000000,255,105,180
192.000000,52.000000,60.000000,60.000000,15,10,200
1256.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,192.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
192.000000,336.000000,64.000000,240.000000,0,255,255
480.000000,336.000000,64.000000,240.000000,255,255,0
768.000000,288.000000,1920.000000,384.000000,0,0,255
Time: 1736890
0: 32.000000,306.200012,20.000000,30.000000,255,0,0
429.000000,288.000000,60.000000,10.000000,255,105,180
211.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,146.000000,60.000000,10.000000,255,105,180
480.000000,238.000000,60.000000,60.000000,255,105,180
192.000000,50.000000,60.000000,60.000000,15,10,200
1261.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,190.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
192.000000,336.000000,64.000000,240.000000,0,255,255
480.000000,336.000000,64.000000,240.000000,255,255,0
768.000000,288.000000,1920.000000,384.000000,0,0,255
Time: 1756875
0: 32.000000,306.200012,20.000000,30.000000,255,0,0
439.000000,288.000000,60.000000,10.000000,255,105,180
201.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,142.000000,60.000000,10.000000,255,105,180
480.000000,242.000000,60.000000,60.000000,255,105,180
192.000000,46.000000,60.000000,60.000000,15,10,200
1271.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,186.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
192.000000,336.000000,64.000000,240.000000,0,255,255
480.000000,336.000000,64.000000,240.000000,255,255,0
768.000000,288.000000,1920.000000,384.000000,0,0,255
Time: 1777835
0: 32.000000,306.200012,20.000000,30.000000,255,0,0
444.000000,288.000000,60.000000,10.000000,255,105,180
196.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,140.000000,60.000000,10.000000,255,105,180
480.000000,244.000000,60.000000,60.000000,255,105,180
192.000000,44.000000,60.000000,60.000000,15,10,200
1276.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,184.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
192.000000,336.000000,64.000000,240.000000,0,255,255
480.000000,336.000000,64.000000,240.000000,255,255,0
768.000000,288.000000,1920.000000,384.000000,0,0,255
Time: 1797714
0: 32.000000,306.200012,20.000000,30.000000,255,0,0
449.000000,288.000000,60.000000,10.000000,255,105,180
191.000000,240.000000,60.000000,10.000000,255,105,180
1152.000000,138.000000,60.000000,10.000000,255,105,180
480.000000,246.000000,60.000000,60.000000,255,105,180
192.000000,42.000000,60.000000,60.000000,15,10,200
1281.000000,144.000000,60.000000,60.000000,200,15,80
1856.000000,182.000000,60.000000,60.000000,200,15,80
0.000000,336.000000,128.000000,240.000000,0,255,0
192.000000,336.000000,64.000000,240.000000,0,255,255
